id	partner_id	acciones	ncontractes	npolizas_pagador	npolizas_titular	npolizas_socio	consumannual	maxconsumannual	polizas	tarifas	bool
1	2	86	4	1	0	3	15595	9195	50536,20671,34516,34524	3.0A,2.0DHA,3.1A,3.1A	True
4	5	7	1	1	0	0	2400	2400	4646	2.0A	True
35	39	4	1	0	0	1	2880	2880	5989	2.0A	True
38	42	4	6	1	0	5	19600	5500	55513,48675,53968,49251,1313,39957	2.0A,2.0A,2.0A,2.0A,2.0DHA,2.0A	True
54	61	10	2	2	0	0	4200	2400	21,929	2.0DHS,2.0A	True
58	66	4	1	1	0	0	1800	1800	23	2.0DHA	True
63	72	7	1	1	0	0	1800	1800	44404	2.0A	True
69	80	4	10	0	0	10	29520	4500	5348,24084,54966,56451,64538,58558,65107,48223,65103,42445	2.0A,2.0A,2.0A,2.0A,2.0DHA,2.0A,2.0A,2.0A,2.0DHA,2.0A	True
88	100	7	1	1	0	0	1800	1800	40636	2.0A	True
95	107	11	1	0	0	1	9480	9480	41317	2.0A	True
100	112	10	6	2	0	4	11980	2880	46962,47348,46976,46537,41,38754	2.0A,2.0A,2.0DHA,2.0A,2.0A,2.0A	True
101	113	1	4	2	0	2	8285	2435	49919,3634,49453,42	2.0A,2.0A,2.0A,2.0A	True
107	120	10	2	1	1	0	2187	1800	43,50851	2.0A,2.0A	True
139	154	5	1	1	0	0	1000	1000	2295	2.0A	True
142	159	2	1	1	0	0	2400	2400	53	2.0A	True
149	167	4	2	1	0	1	3600	1800	72280,58	2.0A,2.0A	True
152	170	5	1	1	0	0	1150	1150	25966	2.0A	True
155	174	7	4	2	0	2	11600	5000	13431,61,65861,69826	2.0A,2.0A,2.0A,2.0A	True
164	184	5	2	1	0	1	4380	2880	68548,2892	2.0A,2.0DHA	True
168	189	9	2	2	0	0	5700	3300	63815,64	2.0DHA,2.0DHA	True
174	195	6	1	1	0	0	1800	1800	66	2.0A	True
175	196	10	2	0	0	2	5760	2880	67,75425	2.0A,2.0A	True
195	220	2	3	1	0	2	7200	3000	35087,41801,48229	2.0A,2.0A,2.0A	True
203	230	2	4	1	0	3	15360	5280	70678,38087,49207,58147	2.0A,2.0A,2.0A,2.0A	True
224	252	13	1	1	0	0	3200	3200	34086	2.0A	True
225	253	4	2	1	0	1	2350	1800	2929,79	2.0A,2.0A	True
241	269	1	5	1	0	4	12350	3950	12830,42810,68508,62646,42806	2.0DHA,2.0A,2.0A,2.0DHA,2.0A	True
252	281	12	1	1	0	0	1370	1370	63842	2.0A	True
260	290	8	4	1	0	3	13480	7000	91,769,59804,46632	2.0DHA,2.0A,2.0A,2.0A	True
262	293	5	1	1	0	0	2500	2500	21421	2.0A	True
269	301	6	3	1	0	2	5590	2160	43232,6033,43230	2.0A,2.0A,2.0A	True
274	306	5	2	1	0	1	9120	5280	65909,98	2.0A,2.0DHA	True
311	353	4	2	1	0	1	3600	1800	50745,132	2.0A,2.0A	True
313	355	8	2	1	0	1	7680	5280	29756,1058	2.0DHA,2.0A	True
314	356	5	1	1	0	0	2880	2880	40470	2.0A	True
328	372	9	1	1	0	0	2880	2880	138	2.0A	True
332	377	30	2	0	0	2	14280	9480	41690,56301	2.1A,2.0A	True
339	385	12	2	1	0	1	4215	2880	44208,141	2.0A,2.0A	True
341	387	5	1	0	0	1	2400	2400	60448	2.0A	True
351	400	10	19	3	2	14	37520	4000	67532,49449,71624,67135,47764,3662,70765,149,46493,150,46039,68506,67718,67289,47742,26010,44944,68512,67600	2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A	True
352	401	15	1	0	0	1	1800	1800	1936	2.0A	True
357	406	4	2	1	0	1	5600	3200	63681,38099	2.0A,2.0A	True
361	410	12	5	3	0	2	7690	3000	58400,155,69104,58367,56427	2.0DHA,2.0DHA,2.0DHA,2.0A,2.0A	True
363	412	10	2	2	0	0	4200	2400	156,1488	2.0A,2.0A	True
372	423	12	1	1	0	0	2400	2400	161	2.0DHA	True
373	424	12	2	2	0	0	4200	2400	51243,162	2.0A,2.0A	True
376	428	3	3	1	0	2	7680	2880	57292,13650,65145	2.0A,2.0A,2.0A	True
387	444	5	2	1	0	1	3081	2400	59154,1903	2.0A,2.0DHA	True
388	445	15	1	1	0	0	2880	2880	166	2.0DHA	True
389	446	10	1	1	0	0	2400	2400	167	2.0A	True
390	447	4	4	0	0	4	9000	3000	52400,8088,50471,37334	2.0A,2.0DHA,2.0A,2.0A	True
391	449	10	1	1	0	0	2400	2400	168	2.0A	True
398	459	10	1	1	0	0	3500	3500	1772	2.0A	True
418	486	3	5	2	0	3	11580	2880	4132,23087,175,48577,68628	2.0A,2.0A,2.0DHA,2.0A,2.0A	True
430	500	15	1	1	0	0	9480	9480	11740	2.1DHS	True
442	516	10	1	0	0	1	2400	2400	7672	2.0A	True
445	519	12	1	1	0	0	2860	2860	37439	2.0A	True
450	525	1	1	1	0	0	1800	1800	5380	2.0A	True
461	541	20	5	2	0	3	12000	3000	49648,187,53016,186,49642	2.0A,2.0DHA,2.0DHA,2.0DHA,2.0DHA	True
464	545	12	1	1	0	0	4500	4500	1522	2.0A	True
466	547	31	2	1	0	1	11300	9500	3798,36380	2.0DHA,2.0DHA	True
469	550	5	4	1	0	3	4698081	4690401	1930,192,66171,16905	2.0DHA,2.0A,2.0A,2.0A	True
471	552	6	3	2	0	1	5700	2400	42512,1629,193	2.0A,2.0DHA,2.0A	True
478	559	2	1	1	0	0	1800	1800	196	2.0A	True
480	561	10	1	1	0	0	1800	1800	197	2.0A	True
482	563	3	1	1	0	0	1800	1800	198	2.0A	True
487	569	5	1	1	0	0	3840	3840	201	2.0A	True
501	584	4	1	1	0	0	2880	2880	106	2.0A	True
505	590	8	2	1	0	1	4200	2400	107,60731	2.0A,2.0A	True
512	597	4	2	1	0	1	16800	14400	57099,111	3.0A,2.0DHA	True
520	609	2	2	1	0	1	4680	2880	114,1112	2.0A,2.0A	True
523	613	12	2	1	0	1	5600	3200	58204,116	2.0A,2.0A	True
525	615	13	1	0	0	1	5000	5000	14587	2.0DHA	True
532	623	10	1	1	0	0	2400	2400	204	2.0A	True
537	629	50	0	0	0	0	None	None	None	None	True
544	637	8	1	1	0	0	1800	1800	210	2.0A	True
545	638	15	2	2	0	0	2517	2400	30484,211	2.0A,2.0A	True
553	647	3	1	1	0	0	1800	1800	214	2.0A	True
555	649	10	1	0	0	1	2880	2880	216	2.0A	True
557	651	4	1	1	0	0	2400	2400	217	2.0A	True
559	653	7	2	2	0	0	1800	1500	48114,48122	2.0A,2.0A	True
562	657	5	3	1	0	2	6600	2400	218,16443,13084	2.0A,2.0A,2.0A	True
573	669	1	1	1	0	0	2400	2400	14067	2.0DHA	True
585	684	11	4	0	0	4	7308	2880	1882,25341,8018,1883	2.0A,2.0A,2.0A,2.0A	True
595	695	7	1	1	0	0	672	672	34945	2.0A	True
596	696	25	2	2	0	0	4500	3000	3592,3594	2.0DHA,2.0DHA	True
602	706	1	3	3	0	0	5340	2400	730,64271,8734	2.0A,2.0A,2.0A	True
604	708	6	1	1	0	0	2880	2880	231	2.0A	True
621	726	10	1	1	0	0	2880	2880	242	2.0A	True
627	732	6	1	1	0	0	2880	2880	244	2.0A	True
636	741	6	1	1	0	0	1800	1800	250	2.0A	True
640	745	14	2	2	0	0	2702	2700	2814,15506	2.0A,2.0A	True
642	747	2	2	0	1	1	4768	2500	39841,5350	2.0A,2.0A	True
646	751	12	2	1	0	1	6100	3700	7908,257	2.0A,2.0A	True
659	765	3	3	1	0	2	4481	2356	21475,21471,264	2.0A,2.0A,2.0A	True
668	776	10	1	1	0	0	2400	2400	49882	2.0A	True
673	783	15	1	1	0	0	3500	3500	2383	2.0A	True
696	809	9	1	1	0	0	2880	2880	276	2.0A	True
699	812	8	2	1	0	1	7080	5280	732,39023	2.0A,2.0A	True
702	815	10	2	1	0	1	5280	2880	278,279	2.0DHA,2.0DHA	True
708	821	10	1	1	0	0	3840	3840	1068	2.0DHA	True
712	825	9	1	1	0	0	1800	1800	284	2.0A	True
713	826	12	5	1	0	4	54280	42000	21586,21722,1446,31767,40428	2.0DHA,2.0DHA,2.0DHA,2.0A,2.0A	True
735	852	5	5	1	0	4	8100	2400	2677,68616,288,45291,16538	2.0A,2.0A,2.0DHA,2.0A,2.0DHA	True
752	869	8	1	1	0	0	2400	2400	41662	2.0A	True
756	873	5	1	0	0	1	2880	2880	67231	2.0A	True
757	874	10	4	1	0	3	8154	2400	48571,48328,297,48573	2.0A,2.0A,2.0A,2.0A	True
777	897	1	1	1	0	0	360	360	59814	2.0DHA	True
778	898	20	4	3	0	1	10280	5280	32569,24053,309,2220	2.0A,2.0A,2.0A,2.0A	True
784	905	10	1	0	0	1	2880	2880	311	2.0A	True
799	921	12	1	1	0	0	2400	2400	318	2.0A	True
807	930	10	1	1	0	0	3840	3840	2237	2.0A	True
815	939	7	2	1	0	1	4000	2400	60245,326	2.0A,2.0A	True
835	960	11	1	1	0	0	2400	2400	13441	2.0A	True
838	963	4	1	1	0	0	1800	1800	58449	2.0DHA	True
852	979	5	3	0	0	3	9600	3840	11889,1336,17781	2.0DHA,2.0A,2.0A	True
858	987	6	1	1	0	0	3800	3800	21449	2.0DHA	True
862	992	10	2	1	0	1	3800	2000	29620,2402	2.0A,2.0A	True
868	999	5	1	1	0	0	2400	2400	346	2.0A	True
871	1003	2	1	1	0	0	2400	2400	348	2.0A	True
876	1011	1	0	0	0	0	None	None	None	None	True
877	1012	30	1	1	0	0	2880	2880	349	2.0A	True
887	1023	42	4	4	0	0	13224	7900	42961,20427,352,64159	2.0A,2.0DHA,2.0DHA,2.0DHS	True
888	1024	15	2	1	0	1	2300	1800	353,59513	2.0A,2.0A	True
904	1043	16	1	1	0	0	2600	2600	2310	2.0A	True
934	1078	7	1	1	0	0	1900	1900	50693	2.0A	True
938	1082	12	3	3	0	0	5279	2880	64079,367,56854	2.0A,2.0A,2.0A	True
939	1083	7	4	1	0	3	64686	57606	63355,74040,26888,44989	2.0A,2.0A,2.0A,2.0A	True
942	1086	10	2	1	0	1	18240	14400	55802,368	3.0A,2.0A	True
948	1092	4	1	1	0	0	1128	1128	3321	2.0A	True
961	1108	1	3	1	0	2	20422	18014	8086,376,52528	2.0DHA,2.0A,3.0A	True
964	1111	5	3	1	0	2	18541	12441	38101,61409,2179	2.0A,2.0A,2.0A	True
971	1118	6	2	1	0	1	3900	2400	26622,6311	2.0A,2.0A	True
1003	1155	20	1	1	0	0	2400	2400	827	2.0DHA	True
1015	1169	20	1	0	0	1	2400	2400	1614	2.0A	True
1016	1170	11	2	1	0	1	6400	4000	61753,7692	2.0A,2.0A	True
1025	1180	12	2	1	0	1	1815	1800	11087,724	2.0A,2.0A	True
1027	1183	20	6	2	0	4	12840	3840	30260,22304,28873,1587,24979,22302	2.0A,2.0A,2.0DHA,2.0A,2.0A,2.0A	True
1032	1190	16	1	1	0	0	2400	2400	412	2.0A	True
1045	1205	6	3	1	0	2	8000	4000	31588,13372,417	2.1A,2.0A,2.0A	True
1051	1213	10	3	2	1	0	6300	2400	422,23063,57620	2.0A,2.0A,2.0A	True
1052	1215	15	2	1	0	1	4200	2400	30741,423	2.0A,2.0A	True
1061	1224	18	1	1	0	0	3000	3000	3146	2.0A	True
1073	1237	7	5	1	0	4	14163	3240	1652,55236,58066,65212,29958	2.0A,2.0A,2.0A,2.0A,2.0A	True
1078	1244	7	2	1	0	1	3400	2400	34876,435	2.0DHA,2.0A	True
1080	1246	20	4	4	0	0	10280	2880	436,1169,61691,78	2.0A,2.0A,2.0A,2.0DHA	True
1095	1263	20	1	0	0	1	3840	3840	442	2.0DHA	True
1097	1267	6	2	1	0	1	5280	2880	71439,37918	2.0A,2.0A	True
1117	1291	7	3	1	0	2	19200	14400	453,58359,59044	2.0DHA,3.0A,2.0A	True
1150	1332	17	1	1	0	0	3500	3500	4196	2.0A	True
1161	1343	9	4	2	0	2	10440	3840	29456,35754,1621,3618	2.0A,2.0A,2.0A,2.0A	True
1166	1350	10	2	1	0	1	4800	3000	42371,29921	2.0A,2.0A	True
1187	1374	13	2	1	0	1	17800	16000	487,19906	2.0A,2.0DHA	True
1190	1377	20	3	0	0	3	6932	2880	1850,57277,62034	2.0DHA,2.0A,3.1A	True
1196	1384	12	1	0	0	1	4120	4120	3149	2.0A	True
1217	1414	6	1	1	0	0	2400	2400	510	2.0A	True
1229	1432	8	2	1	1	0	3900	2400	32453,516	2.0DHA,2.0A	True
1232	1435	10	1	1	0	0	2400	2400	519	2.0A	True
1234	1438	5	1	1	0	0	2040	2040	2156	2.0DHA	True
1236	1441	5	1	1	0	0	1800	1800	1231	2.0A	True
1237	1442	15	1	1	0	0	1800	1800	865	2.0A	True
1239	1444	8	1	0	0	1	2400	2400	523	2.0A	True
1242	1447	4	3	3	0	0	8760	5280	524,4590,45858	2.0A,2.0A,2.0A	True
1244	1450	3	1	1	0	0	9480	9480	525	2.0A	True
1253	1460	10	3	2	0	1	2054	1800	718,11128,11419	2.0DHA,2.0DHA,2.0A	True
1277	1487	3	1	1	0	0	1800	1800	539	2.0A	True
1278	1488	18	2	1	0	1	2092	1803	39043,55331	2.0A,2.0A	True
1287	1497	8	3	2	0	1	5600	3000	1740,8594,546	2.0A,2.0A,2.0A	True
1293	1505	1	3	1	0	2	6680	2880	50843,550,19863	2.0A,2.0DHA,2.0A	True
1297	1510	2	1	1	0	0	1200	1200	13331	2.0A	True
1302	1517	1	4	2	0	2	328	200	4156,54187,58290,54213	2.0A,2.0A,2.0A,2.0A	True
1303	1518	12	3	1	0	2	7080	2880	19051,554,19025	2.0A,2.0A,2.0A	True
1315	1533	13	2	2	0	0	5280	2880	64416,560	2.0A,2.0A	True
1327	1547	12	2	1	0	1	3400	2400	568,12882	2.0A,2.0A	True
1334	1557	6	1	1	0	0	2400	2400	1193	2.0DHA	True
1346	1575	12	2	2	0	0	4860	4000	20395,1576	2.0A,2.0A	True
1351	1580	30	3	3	0	0	7170	3200	1635,1693,2514	2.0A,2.0A,2.0A	True
1357	1588	5	2	2	0	0	10280	5280	2093,54580	2.0A,2.0A	True
1363	1595	10	2	1	0	1	5700	3200	55559,3565	2.0A,2.0A	True
1379	1617	6	3	2	0	1	13080	6000	27889,23709,25233	2.1A,2.0A,2.0A	True
1383	1621	5	4	1	0	3	3807	1691	36697,2564,23544,15369	2.0A,2.0A,2.0A,2.0A	True
1388	1629	15	2	2	0	0	5280	2880	1133,592	2.0A,2.0A	True
1389	1630	2	2	2	0	0	4800	2400	63048,593	2.0A,2.0A	True
1441	1692	12	1	1	0	0	2400	2400	2174	2.0A	True
1442	1693	4	1	0	0	1	1800	1800	1244	2.0DHA	True
1445	1698	18	3	2	0	1	6600	2400	2883,1153,43776	2.0A,2.0A,2.0A	True
1469	1730	3	6	1	0	5	59951	51165	50702,50705,626,46489,46491,39364	3.0A,3.0A,2.0A,2.0A,2.0A,2.0A	True
1471	1732	7	2	1	0	1	4782	2692	1328,42726	2.0A,2.0A	True
1476	1739	20	1	1	0	0	7500	7500	2578	2.0DHA	True
1491	1756	12	1	1	0	0	2880	2880	632	2.0A	True
1505	1772	2	3	2	0	1	16560	9480	46339,21445,3804	2.0A,2.1A,2.0DHA	True
1526	1796	5	1	1	0	0	2400	2400	643	2.0A	True
1549	1823	25	1	1	0	0	2880	2880	780	2.0DHA	True
1561	1838	2	1	1	0	0	1000	1000	1957	2.0A	True
1563	1840	4	5	1	0	4	11168	4415	35003,19566,651,36340,17839	2.0A,2.0A,2.0DHA,2.0A,2.0A	True
1568	1846	11	4	0	0	4	20880	14400	55998,55996,655,67731	2.0A,3.0A,2.0A,2.0A	True
1598	1885	5	1	1	0	0	2400	2400	44578	2.0A	True
1608	1898	10	1	1	0	0	7300	7300	1408	2.0A	True
1623	1915	12	1	0	0	1	2400	2400	679	2.0A	True
1625	1917	7	1	1	0	0	2040	2040	2022	2.0A	True
1638	1931	4	1	1	0	0	1800	1800	46059	2.0A	True
1646	1939	6	1	1	0	0	3500	3500	12970	2.0DHA	True
1666	1960	7	1	1	0	0	1800	1800	838	2.0A	True
1682	1977	5	5	1	0	4	8652	2760	48138,1465,28905,29575,6338	2.1A,2.0A,2.0A,2.0A,2.0A	True
1684	1979	5	3	1	0	2	10393	5000	1069,56118,1807	2.0A,2.0A,2.0A	True
1707	2002	17	3	1	0	2	10560	5280	11931,1492,1498	2.0A,2.0A,2.0A	True
1726	2022	7	2	1	1	0	3600	1800	38643,4481	2.0A,2.0A	True
1734	2031	15	1	1	0	0	5280	5280	745	2.0A	True
1735	2032	10	3	1	0	2	5400	1800	1107,725,4909	2.0A,2.0A,2.0A	True
1739	2037	25	1	1	0	0	5500	5500	1289	2.0A	True
1759	2057	13	2	1	0	1	3600	1800	74677,836	2.0DHA,2.0DHA	True
1761	2059	15	2	1	1	0	4680	2880	748,58746	2.0A,2.0A	True
1788	2087	7	1	1	0	0	2400	2400	853	2.0A	True
1792	2091	14	1	1	0	0	1800	1800	1569	2.0A	True
1805	2131	15	1	1	0	0	2880	2880	142	2.0A	True
1830	2554	6	1	1	0	0	1800	1800	1055	2.0A	True
1851	2577	9	2	1	0	1	4200	2400	881,7036	2.0A,2.0A	True
1855	2581	5	1	1	0	0	2600	2600	2106	2.0A	True
1860	2586	4	4	1	0	3	7600	2200	8691,25188,917,1463	2.0A,2.0A,2.0A,2.0A	True
1868	2594	16	2	1	0	1	6720	3840	1079,771	2.0A,2.0DHA	True
1878	2604	5	2	1	0	1	5280	2880	71521,905	2.0A,2.0A	True
1879	2605	14	1	1	0	0	2880	2880	908	2.0A	True
1882	2609	12	2	2	0	0	3600	1800	1316,961	2.0DHA,2.0DHA	True
1895	2622	11	2	1	0	1	5700	3500	22797,35880	2.0A,2.0DHA	True
1901	2629	10	1	1	0	0	3500	3500	3200	2.0A	True
1904	2632	10	2	2	0	0	3600	1800	1021,812	2.0A,2.0A	True
1908	2637	11	3	1	0	2	7080	2880	2727,43641,43637	2.0A,2.0A,2.0A	True
1910	2639	10	0	0	0	0	None	None	None	None	True
1913	2643	13	2	1	0	1	3600	1800	13221,10231	2.0A,2.0A	True
1914	2644	3	1	1	0	0	2175	2175	1612	2.0A	True
1917	2647	7	2	2	0	0	3600	1800	53797,944	2.0A,2.0A	True
1926	2657	9	2	2	0	0	5280	2880	1120,1060	2.0A,2.0A	True
1932	2663	11	2	2	0	0	3600	1800	956,20983	2.0DHA,2.0A	True
1939	2671	10	1	1	0	0	1800	1800	54340	2.0A	True
1940	2672	11	4	1	0	3	11930	4000	59980,47784,3600,17388	2.0A,2.0DHA,2.0DHA,2.0A	True
1943	2675	8	7	2	0	5	15182	3634	30195,12719,54648,54646,822,1022,11568	2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A	True
1947	2679	5	1	1	0	0	3	3	12807	2.0A	True
1948	2680	10	2	2	0	0	3200	2500	1712,1711	2.0A,2.0A	True
1949	2681	2	2	1	0	1	4000	2200	9078,1113	2.0A,2.0A	True
1950	2682	6	1	1	0	0	2400	2400	957	2.0A	True
1964	2698	2	1	1	0	0	2400	2400	813	2.0A	True
1973	2707	14	1	1	0	0	2400	2400	1001	2.0DHA	True
1985	2721	10	4	1	0	3	7431	2400	42254,34006,26975,12174	2.0A,2.0A,2.0A,2.0DHA	True
1999	2736	10	6	2	0	4	8900	2400	818,35220,3997,43421,62731,55407	2.0DHA,2.0DHA,2.0A,2.0A,2.0DHA,2.0A	True
2016	2756	3	1	1	0	0	2400	2400	995	2.0A	True
2024	2764	5	1	1	0	0	1800	1800	28899	2.0DHA	True
2032	2774	15	2	2	0	0	4680	2880	25757,44457	2.0A,2.0A	True
2033	2775	12	1	1	0	0	2880	2880	1007	2.0A	True
2049	2794	5	1	1	0	0	1800	1800	1042	2.0A	True
2051	2796	6	5	2	0	3	12799	4624	40398,51171,1061,56169,64523	2.0A,2.0A,2.0A,2.0A,2.0A	True
2052	2797	10	2	1	0	1	5579	4079	68672,1556	2.0A,2.0A	True
2053	2798	7	2	1	0	1	6500	5000	2127,25380	2.0A,2.0A	True
2058	2804	8	2	2	0	0	3600	1800	1427,1032	2.0A,2.0A	True
2109	2857	10	2	2	0	0	2252	1800	3650,17721	2.0A,2.0A	True
2122	2870	11	1	1	0	0	2880	2880	1130	2.0A	True
2129	2877	10	1	1	0	0	1400	1400	14541	2.0DHA	True
2134	2884	10	2	2	0	0	9780	5280	1290,62112	2.0A,2.0A	True
2136	2886	8	1	0	0	1	1800	1800	1144	2.0DHA	True
2138	2888	9	1	1	0	0	2400	2400	1141	2.0A	True
2154	2905	3	4	1	0	3	11520	3840	72397,67572,68018,5727	2.0A,2.0A,2.0A,2.0A	True
2198	2951	7	5	1	0	4	13000	4000	63962,1209,68199,72740,4240	2.0A,2.0A,2.0A,2.0A,2.0A	True
2205	2959	2	1	1	0	0	3840	3840	1219	2.0DHA	True
2220	2974	16	10	2	0	8	73388	42424	31419,36978,32831,19324,19352,19355,51927,6574,70480,70476	2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,2.0A,3.1A,3.1A	True
2225	2980	5	1	1	0	0	1800	1800	1235	2.0A	True
2229	2984	10	1	1	0	0	1800	1800	1242	2.0A	True
2240	2998	3	3	1	0	2	7400	2900	1272,45639,64346	2.0A,2.0A,2.0A	True
2257	3017	9	1	1	0	0	2400	2400	1234	2.0A	True
2264	3024	4	4	1	0	3	9480	2880	1098,23805,23562,23566	2.0A,2.0A,2.0DHA,2.0A	True
2302	3147	5	3	1	0	2	4354	2400	907,8650,824	2.0A,2.0A,2.0A	True
2304	3217	20	1	1	0	0	1800	1800	1023	2.0A	True
2309	3282	4	1	1	0	0	2400	2400	1110	2.0A	True
2310	3298	10	1	1	0	0	1800	1800	1125	2.0A	True
2320	3389	13	1	1	0	0	2400	2400	1276	2.0A	True
2331	3403	6	2	1	0	1	3200	1800	25550,1502	2.0A,2.0A	True
2353	3431	2	3	1	0	2	6700	3500	1688,45629,46087	2.0A,2.0DHA,2.0A	True
2357	3435	3	2	1	0	1	5640	3840	1366,69024	2.0A,2.0A	True
2365	3444	9	3	1	0	2	7931	3431	62918,43944,1306	2.0A,2.0A,2.0DHA	True
2369	3450	7	1	1	0	0	3500	3500	1315	2.0DHS	True
2375	3457	22	1	1	0	0	15009820	15009820	1388	2.0A	True
2381	3464	17	3	3	0	0	2212	1600	1530,41938,43433	2.0A,2.0A,2.0A	True
2382	3466	10	2	2	0	0	3981	2070	17210,1755	2.0A,2.0DHA	True
2384	3468	5	1	1	0	0	3500	3500	12282	2.0A	True
2398	3483	5	1	1	0	0	2400	2400	1341	2.0A	True
2419	3510	5	3	1	0	2	8720	3840	39829,1371,70783	2.0A,2.0A,2.0A	True
2423	3516	15	2	2	0	0	820	800	1376,11822	2.0A,2.0A	True
2446	3545	9	1	1	0	0	1000	1000	1539	2.0A	True
2470	3574	10	1	0	0	1	2400	2400	1419	2.0A	True
2499	3612	10	1	0	0	1	9336	9336	1453	2.1A	True
2504	3622	75	2	1	0	1	134400	120000	1460,64426	3.0A,3.0A	True
